1924  3  -0.1001   0.127
1924  4  -0.2378   0.132
1924  5  -0.2151   0.158
1924  6  -0.2237   0.146
1924  7  -0.2223   0.145
1924  8  -0.2670   0.149
1924  9  -0.2515   0.150
1924 10  -0.2584   0.147
1924 11  -0.2220   0.149
1924 12  -0.3744   0.136
1925  1  -0.3244   0.133
1925  2  -0.2921   0.164
1925  3  -0.1761   0.141
1925  4  -0.1334   0.174
1925  5  -0.2329   0.168
1925  6  -0.2506   0.134
1925  7  -0.2255   0.136
1925  8  -0.1578   0.141
1925  9  -0.1175   0.154
1925 10  -0.1603   0.155
1925 11   0.0080   0.161
1925 12   0.1019   0.154
1926  1   0.1284   0.157
1926  2   0.0594   0.126
1926  3   0.0778   0.172
1926  4  -0.1226   0.131
1926  5  -0.1335   0.141
1926  6  -0.1402   0.166
1926  7  -0.1745   0.163
1926  8  -0.0938   0.171
1926  9  -0.0862   0.146
1926 10  -0.0624   0.160
1926 11  -0.0731   0.151
1926 12  -0.1805   0.166
1927  1  -0.1460   0.158
1927  2  -0.1786   0.164
1927  3  -0.2188   0.142
1927  4  -0.1898   0.168
1927  5  -0.1712   0.148
1927  6  -0.1687   0.154
1927  7  -0.1048   0.144
1927  8  -0.1204   0.144
1927  9  -0.0175   0.162
1927 10   0.0441   0.162
1927 11  -0.0327   0.152
1927 12  -0.2769   0.140
1928  1  -0.0419   0.147
1928  2  -0.1108   0.174
1928  3  -0.2233   0.163
1928  4  -0.2014   0.126
1928  5  -0.1403   0.151
1928  6  -0.2264   0.130
1928  7  -0.1412   0.167
1928  8  -0.1646   0.163
1928  9  -0.1375   0.171
1928 10  -0.0894   0.135
1928 11  -0.0085   0.162
1928 12  -0.1040   0.165
1929  1  -0.4023   0.148
1929  2  -0.4834   0.157
1929  3  -0.2256   0.158
1929  4  -0.2393   0.138
1929  5  -0.2379   0.129
1929  6  -0.2597   0.173
1929  7  -0.2733   0.168
1929  8  -0.1659   0.157
1929  9  -0.1573   0.133
1929 10  -0.0693   0.132
1929 11  -0.0449   0.142
1929 12  -0.4500   0.156
1930  1  -0.2724   0.136
1930  2  -0.1496   0.155
1930  3   0.0201   0.130
1930  4  -0.1624   0.172
